sampler,benchmark,subset,eigvec_group,eigvec_idx,eigenvalue,delta_alpha,max_revival_delta,classification
asbs,w5,S04,max5,1,280.94677734375,"[-0.01260000467300415, -0.00039999998989515007, 0.0, 0.00010000001930166036, 0.012899994850158691]",0.00039999998989515007,surviving
asbs,w5,S04,max5,2,405.5385437011719,"[-0.009600013494491577, 0.0, 0.0, 0.00010000001930166036, 0.009499967098236084]",0.00010000001930166036,surviving
asbs,w5,S04,max5,3,578.5315551757812,"[-0.010399997234344482, -0.00019999999494757503, 0.0, 0.00010000001930166036, 0.010500013828277588]",0.00019999999494757503,surviving
asbs,w5,S04,max5,4,1163.402099609375,"[-0.016699999570846558, -0.00029999999242136255, 0.0, -0.00019999999494757503, 0.017199993133544922]",0.00029999999242136255,surviving
asbs,w5,S0234,min5,0,-17.25087547302246,"[-0.003800004720687866, -0.00040000003355089575, 0.003300003707408905, 0.004799991846084595, -0.003899991512298584]",0.00040000003355089575,surviving
asbs,w5,S0234,min5,1,-14.674412727355957,"[-0.006599992513656616, -0.00020000003860332072, 0.0011999979615211487, 0.002499997615814209, 0.0031000077724456787]",0.00020000003860332072,surviving
asbs,w5,S0234,min5,2,-14.593255043029785,"[-0.004700005054473877, -0.0006000000284984708, 0.0015999972820281982, -0.006200015544891357, 0.009900003671646118]",0.0006000000284984708,surviving
asbs,w5,S0234,min5,3,-13.785663604736328,"[0.004399999976158142, -0.0005000000310246833, -0.0023000016808509827, -0.007400006055831909, 0.005800008773803711]",0.0005000000310246833,surviving
asbs,w5,S0234,min5,4,-13.536992073059082,"[0.001100003719329834, -0.0003000000142492354, 0.0037000030279159546, -0.004200011491775513, -0.000299990177154541]",0.0003000000142492354,surviving
asbs,w5,S0234,max5,0,149.35171508789062,"[-0.008399993181228638, -0.00040000003355089575, -0.0037999972701072693, 0.0029999911785125732, 0.009600013494491577]",0.00040000003355089575,surviving
asbs,w5,S0234,max5,1,220.4440155029297,"[0.006700009107589722, -0.00040000003355089575, -0.001099996268749237, -0.011299997568130493, 0.006099998950958252]",0.00040000003355089575,surviving
asbs,w5,S0234,max5,2,271.8245849609375,"[0.007400006055831909, -0.00040000003355089575, 0.003600001335144043, 0.0036999881267547607, -0.014299988746643066]",0.00040000003355089575,surviving
asbs,w5,S0234,max5,3,423.49505615234375,"[0.0031000077724456787, -0.0005000000310246833, 0.0037000030279159546, 0.0045999884605407715, -0.010899990797042847]",0.0005000000310246833,surviving
asbs,w5,S0234,max5,4,539.898681640625,"[0.00010000169277191162, -0.00020000003860332072, -0.001099996268749237, -0.004700005054473877, 0.005899995565414429]",0.00020000003860332072,surviving
asbs,w5,S1234,min5,0,-16.104759216308594,"[0.0, -0.00830000638961792, 0.0010000020265579224, 0.000500023365020752, 0.0067999958992004395]",0.0,surviving
asbs,w5,S1234,min5,1,-14.636665344238281,"[-9.999999747378752e-05, 0.0048999786376953125, 0.0032000020146369934, -0.006899982690811157, -0.001100003719329834]",9.999999747378752e-05,surviving
asbs,w5,S1234,min5,2,-14.46579360961914,"[0.0, 0.0031999945640563965, -0.004300002008676529, 0.0029000043869018555, -0.0018000006675720215]",0.0,surviving
asbs,w5,S1234,min5,3,-13.68626880645752,"[0.0, -0.0042999982833862305, 0.0012999996542930603, 0.0009000003337860107, 0.0021000057458877563]",0.0,surviving
asbs,w5,S1234,min5,4,-13.120589256286621,"[9.999999747378752e-05, 0.0018999874591827393, -0.0010000020265579224, -0.0007999837398529053, -0.00020000338554382324]",9.999999747378752e-05,surviving
asbs,w5,S1234,max5,0,187.63143920898438,"[0.0, 0.0014999806880950928, -0.0040000006556510925, 0.003200024366378784, -0.0006999969482421875]",0.0,surviving
asbs,w5,S1234,max5,1,194.50033569335938,"[-9.999999747378752e-05, -0.004700005054473877, 0.004100002348423004, -0.00019997358322143555, 0.0009000003337860107]",9.999999747378752e-05,surviving
asbs,w5,S1234,max5,2,362.3074645996094,"[-9.999999747378752e-05, -0.0018000006675720215, 0.00019999966025352478, 0.013500005006790161, -0.011799991130828857]",9.999999747378752e-05,surviving
asbs,w5,S1234,max5,3,365.8086853027344,"[-9.999999747378752e-05, -0.004999995231628418, 0.001900002360343933, -0.0070999860763549805, 0.010300010442733765]",9.999999747378752e-05,surviving
asbs,w5,S1234,max5,4,530.3987426757812,"[-9.999999747378752e-05, -0.0067999958992004395, -0.004300002008676529, 0.007500022649765015, 0.0037000030279159546]",9.999999747378752e-05,surviving
asbs,w5,S23,min5,0,-43.10081481933594,"[0.0, 0.0, -0.007499992847442627, 0.007499992847442627, 0.0]",0.0,surviving
asbs,w5,S23,min5,1,-40.99754333496094,"[0.0, 0.0, 0.001900017261505127, -0.0018000006675720215, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,w5,S23,min5,2,-37.32963180541992,"[0.0, 0.0, -0.006300002336502075, 0.006399989128112793, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,w5,S23,min5,3,-34.64379119873047,"[0.0, 0.0, -9.998679161071777e-05, 0.00019997358322143555, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,w5,S23,min5,4,-34.27851867675781,"[0.0, 0.0, -9.998679161071777e-05, 0.00010001659393310547, 0.0]",0.0,surviving
asbs,w5,S23,max5,0,56.9224853515625,"[0.0, 0.0, 0.0010000169277191162, -0.000800013542175293, -0.00019999999494757503]",0.00019999999494757503,surviving
asbs,w5,S23,max5,1,57.76746368408203,"[0.0, 0.0, 0.0009000003337860107, -0.000800013542175293, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,w5,S23,max5,2,70.92313385009766,"[0.0, 0.0, 0.00010001659393310547, 0.00010001659393310547, -0.00019999999494757503]",0.00019999999494757503,surviving
asbs,w5,S23,max5,3,496.49810791015625,"[9.999999747378752e-05, 0.0, -0.00920000672340393, 0.009299993515014648, -0.00019999999494757503]",0.00019999999494757503,surviving
asbs,w5,S23,max5,4,1135.8505859375,"[0.0, 0.0, 0.001100003719329834, -0.0009999871253967285, -9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S2,min5,0,-2.371616840362549,"[0.0, 9.999999747378752e-05, 0.0, -9.999999747378752e-05, 0.0]",9.999999747378752e-05,surviving
as,c5,S2,min5,1,-2.1101632118225098,"[0.0, 0.0, -9.995698928833008e-05, 0.0, 9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S2,min5,2,-2.0109755992889404,"[0.0, 9.999999747378752e-05, 0.0, -9.999999747378752e-05, 0.0]",9.999999747378752e-05,surviving
as,c5,S2,min5,3,-2.0052952766418457,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S2,min5,4,-1.894413948059082,"[0.0, 9.999999747378752e-05, 0.0, -9.999999747378752e-05, 0.0]",9.999999747378752e-05,surviving
as,c5,S2,max5,0,6.35821533203125,"[0.0, 0.00019999999494757503, -9.995698928833008e-05, -9.999999747378752e-05, 0.0]",0.00019999999494757503,surviving
as,c5,S2,max5,1,12.909971237182617,"[0.0, 9.999999747378752e-05, -9.995698928833008e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S2,max5,2,21.106035232543945,"[0.0, 0.0, 0.00010001659393310547, -9.999999747378752e-05, 0.0]",9.999999747378752e-05,surviving
as,c5,S2,max5,3,147.18467712402344,"[0.0, 0.0, 0.00010001659393310547, -9.999999747378752e-05, 0.0]",9.999999747378752e-05,surviving
as,c5,S2,max5,4,747.3141479492188,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S1,min5,0,-9.566694259643555,"[0.00019999999494757503, -9.995698928833008e-05, -9.999999747378752e-05, 0.0, 0.0]",0.00019999999494757503,surviving
as,c5,S1,min5,1,-9.070233345031738,"[0.00019999999494757503, -9.995698928833008e-05, -9.999999747378752e-05, 0.0, 0.0]",0.00019999999494757503,surviving
as,c5,S1,min5,2,-8.844615936279297,"[9.999999747378752e-05, 0.0, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S1,min5,3,-8.489310264587402,"[0.0, 0.00010001659393310547, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S1,min5,4,-8.405500411987305,"[9.999999747378752e-05, -9.995698928833008e-05, 0.0, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S1,max5,0,8.143697738647461,"[9.999999747378752e-05, 0.0, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S1,max5,1,14.289326667785645,"[0.0, 0.00010001659393310547, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S1,max5,2,18.670621871948242,"[9.999999747378752e-05, 0.0, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S1,max5,3,256.5133056640625,"[0.0003000000142492354, -0.00019997358322143555, -9.999999747378752e-05, 0.0, 0.0]",0.0003000000142492354,surviving
as,c5,S1,max5,4,832.7915649414062,"[9.999999747378752e-05, 0.0, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S0,min5,0,-4.664210796356201,"[-0.00010001659393310547, 0.0, 0.0, 0.0, 9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S0,min5,1,-3.9149928092956543,"[0.00019997358322143555, -9.999999747378752e-05, 0.0, 0.0, -9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S0,min5,2,-3.711329460144043,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S0,min5,3,-3.6811535358428955,"[0.00019997358322143555, -9.999999747378752e-05, 0.0, 0.0, -9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S0,min5,4,-3.3711814880371094,"[-0.0004000067710876465, 0.00020000001677544788, 0.0, 0.0, 0.00020000001677544788]",0.00020000001677544788,surviving
as,c5,S0,max5,0,6.7772698402404785,"[0.00019997358322143555, -9.999999747378752e-05, 0.0, 0.0, -9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S0,max5,1,15.402873992919922,"[9.995698928833008e-05, -9.999999747378752e-05, 0.0, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S0,max5,2,18.340251922607422,"[9.995698928833008e-05, -9.999999747378752e-05, 0.0, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S0,max5,3,288.4215087890625,"[9.995698928833008e-05, 0.0, 0.0, 0.0, -9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S0,max5,4,916.655029296875,"[-0.00010001659393310547, 0.0, 0.0, 0.0, 9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S013,min5,0,-3.9054479598999023,"[0.007400006055831909, -0.006900012493133545, -0.00040000002627493814, 0.0, -9.999999747378752e-05]",0.00040000002627493814,surviving
as,c5,S013,min5,1,-3.7750043869018555,"[0.002200007438659668, -0.001600027084350586, -0.0005000000237487257, 0.0, -9.999999747378752e-05]",0.0005000000237487257,surviving
as,c5,S013,min5,2,-3.636646270751953,"[-0.0042999982833862305, 0.004700005054473877, -0.00040000002627493814, 0.0, 0.0]",0.00040000002627493814,surviving
as,c5,S013,min5,3,-3.5277798175811768,"[0.001100003719329834, -0.000800013542175293, -0.00020000000949949026, 0.0, -9.999999747378752e-05]",0.00020000000949949026,surviving
as,c5,S013,min5,4,-3.4453048706054688,"[0.002200007438659668, -0.001900017261505127, -0.00020000000949949026, 0.0, -9.999999747378752e-05]",0.00020000000949949026,surviving
as,c5,S013,max5,0,12.172563552856445,"[-0.0010000169277191162, 0.000800013542175293, 0.00010000000474974513, 9.999999747378752e-05, 0.0]",0.00010000000474974513,surviving
as,c5,S013,max5,1,326.2921447753906,"[-0.0004000067710876465, 0.0004999637603759766, -0.00040000002627493814, 9.999999747378752e-05, 0.00020000001677544788]",0.00040000002627493814,surviving
as,c5,S013,max5,2,383.2314758300781,"[0.0045999884605407715, -0.004400014877319336, -0.00010000003385357559, 0.0, -9.999999747378752e-05]",0.00010000003385357559,surviving
as,c5,S013,max5,3,671.9332885742188,"[-0.018099993467330933, 0.01840001344680786, -0.0003000000288011506, 9.999999747378752e-05, -9.999999747378752e-05]",0.0003000000288011506,surviving
as,c5,S013,max5,4,1243.98486328125,"[-0.006099998950958252, 0.005899965763092041, -0.00010000003385357559, 0.00019999999494757503, 9.999999747378752e-05]",0.00010000003385357559,surviving
as,c5,S123,min5,0,-1.1952582597732544,"[0.00019999999494757503, 0.010699987411499023, -0.010800004005432129, -9.999999747378752e-05, 0.0]",0.00019999999494757503,surviving
as,c5,S123,min5,1,-1.1585133075714111,"[9.999999747378752e-05, -0.001100003719329834, 0.001100003719329834, -9.999999747378752e-05, 0.0]",9.999999747378752e-05,surviving
as,c5,S123,min5,2,-1.114787220954895,"[9.999999747378752e-05, 0.006399989128112793, -0.0065000057220458984, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S123,min5,3,-0.9842641949653625,"[0.0003000000142492354, 0.013500005006790161, -0.013799965381622314, 0.0, 0.0]",0.0003000000142492354,surviving
as,c5,S123,min5,4,-0.9589301347732544,"[9.999999747378752e-05, -0.002200007438659668, 0.0020999908447265625, -9.999999747378752e-05, 9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S123,max5,0,10.469303131103516,"[0.0006000000284984708, 0.009099990129470825, -0.00959998369216919, -9.999999747378752e-05, 0.0]",0.0006000000284984708,surviving
as,c5,S123,max5,1,180.21044921875,"[0.00039999998989515007, 0.0006000101566314697, -0.0009999871253967285, 0.0, 0.0]",0.00039999998989515007,surviving
as,c5,S123,max5,2,202.7081756591797,"[0.0, 0.02039998769760132, -0.020599961280822754, 9.999999747378752e-05, 9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S123,max5,3,372.7555847167969,"[0.0, 0.0070999860763549805, -0.007200002670288086, 9.999999747378752e-05, 0.0]",0.0,surviving
as,c5,S123,max5,4,683.189697265625,"[0.0003000000142492354, 0.0020999908447265625, -0.0023999810218811035, 0.0, 0.0]",0.0003000000142492354,surviving
as,c5,S014,min5,0,-6.709588050842285,"[-0.004600018262863159, 0.004500031471252441, 0.00020000001677544788, 0.0, -9.999999747378752e-05]",0.00020000001677544788,surviving
as,c5,S014,min5,1,-6.2052321434021,"[-0.002400010824203491, 0.0020999908447265625, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S014,min5,2,-5.838874340057373,"[-0.008100003004074097, 0.008199989795684814, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S014,min5,3,-5.7692975997924805,"[-0.0017000138759613037, 0.0015000104904174805, 0.0, 9.999999747378752e-05, 9.999999747378752e-05]",9.999999747378752e-05,surviving
as,c5,S014,min5,4,-5.362821102142334,"[-0.0020000040531158447, 0.0015000104904174805, 0.00040000002627493814, 9.999999747378752e-05, 0.0]",0.00040000002627493814,surviving
as,c5,S014,max5,0,13.290814399719238,"[-0.0037000179290771484, 0.003800034523010254, 0.0, 0.0, -9.999999747378752e-05]",0.0,surviving
as,c5,S014,max5,1,319.8421325683594,"[0.0018000006675720215, -0.0018000006675720215, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S014,max5,2,409.2486877441406,"[-0.012199997901916504, 0.01230001449584961, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S014,max5,3,585.4896240234375,"[-0.011299997568130493, 0.011399984359741211, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S014,max5,4,1162.9935302734375,"[-0.008799999952316284, 0.00830000638961792, 0.0005000000310246833, 9.999999747378752e-05, -9.999999747378752e-05]",0.0005000000310246833,surviving
as,c5,S1234,min5,0,-1.0404212474822998,"[0.00019999999494757503, 0.009700000286102295, -0.009900033473968506, 0.0, 0.0]",0.00019999999494757503,surviving
as,c5,S1234,min5,1,-0.9305111169815063,"[0.0, 9.998679161071777e-05, -0.0004000067710876465, 0.00020000000949949026, 9.999999747378752e-05]",0.0,surviving
as,c5,S1234,min5,2,-0.8736599683761597,"[0.0, 0.010300010442733765, -0.010399997234344482, 9.999997564591467e-05, 0.0]",0.0,surviving
as,c5,S1234,min5,3,-0.8583338856697083,"[-0.00019999999494757503, 0.01510000228881836, -0.014900028705596924, -0.00010000001930166036, 9.999999747378752e-05]",0.00019999999494757503,surviving
as,c5,S1234,min5,4,-0.8303840756416321,"[-9.999999747378752e-05, 0.001699984073638916, -0.001399993896484375, -0.00020000001677544788, 0.0]",9.999999747378752e-05,surviving
as,c5,S1234,max5,0,10.19418716430664,"[-9.999999747378752e-05, -0.009000003337860107, 0.009199976921081543, -0.00010000001930166036, 0.0]",9.999999747378752e-05,surviving
as,c5,S1234,max5,1,187.9565887451172,"[0.0, -0.0040000081062316895, 0.0037000179290771484, 0.00020000000949949026, 9.999999747378752e-05]",0.0,surviving
as,c5,S1234,max5,2,236.49722290039062,"[0.0, 0.007400006055831909, -0.007499992847442627, 0.0, 9.999999747378752e-05]",0.0,surviving
as,c5,S1234,max5,3,368.6554870605469,"[-9.999999747378752e-05, 0.0040000081062316895, -0.003899991512298584, 0.0, 0.0]",9.999999747378752e-05,surviving
as,c5,S1234,max5,4,711.5078125,"[0.0, 0.0009999871253967285, -0.001100003719329834, 9.999997564591467e-05, 0.0]",0.0,surviving
as,c5,S4,min5,0,-351.6990661621094,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S4,min5,1,-297.65240478515625,"[0.0, 0.0, 0.0, -9.999999747378752e-05, 0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S4,min5,2,-288.91094970703125,"[0.0, 0.0, 0.0, -9.999999747378752e-05, 0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S4,min5,3,-284.7303771972656,"[0.0, 0.0, 0.0, 0.00020000001677544788, -0.00019997358322143555]",0.00020000001677544788,surviving
as,c5,S4,min5,4,-266.2193908691406,"[0.0, 0.0, 0.0, -9.999999747378752e-05, 0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S4,max5,0,618.3831787109375,"[0.0, 0.0, 0.0, -9.999999747378752e-05, 0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S4,max5,1,645.7799682617188,"[0.0, 0.0, 0.0, -9.999999747378752e-05, 0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S4,max5,2,773.6718139648438,"[0.0, 0.0, 0.0, -9.999999747378752e-05, 0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S4,max5,3,787.1646728515625,"[0.0, 0.0, 0.0, -9.999999747378752e-05, 0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S4,max5,4,24816.681640625,"[0.0, 0.0, 0.0, -9.999999747378752e-05, 0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S3,min5,0,-162.7524871826172,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S3,min5,1,-157.35391235351562,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S3,min5,2,-148.14276123046875,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S3,min5,3,-143.71151733398438,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S3,min5,4,-139.3360595703125,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S3,max5,0,149.84213256835938,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S3,max5,1,176.25146484375,"[0.0, 9.999999747378752e-05, 0.0, -0.00010001659393310547, 0.0]",9.999999747378752e-05,surviving
as,c5,S3,max5,2,195.7893524169922,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S3,max5,3,9460.4326171875,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
as,c5,S3,max5,4,23988.169921875,"[0.0, 0.0, 9.999999747378752e-05, -0.00010001659393310547, 0.0]",9.999999747378752e-05,surviving
as,c5,S34,min5,0,-306.85711669921875,"[0.0, -9.999999747378752e-05, 0.0, 0.0004999999655410647, -0.0004000067710876465]",9.999999747378752e-05,surviving
as,c5,S34,min5,1,-212.37901306152344,"[0.0, -9.999999747378752e-05, 0.0, 0.00010000006295740604, 0.0]",9.999999747378752e-05,surviving
as,c5,S34,min5,2,-206.27223205566406,"[0.0, -9.999999747378752e-05, 9.999999747378752e-05, -0.0003999999607913196, 0.0004000067710876465]",9.999999747378752e-05,surviving
as,c5,S34,min5,3,-202.0632781982422,"[0.0, -9.999999747378752e-05, 0.0, 0.00020000000949949026, -0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S34,min5,4,-197.4079132080078,"[0.0, -9.999999747378752e-05, 0.0, 0.00020000000949949026, -0.00010001659393310547]",9.999999747378752e-05,surviving
as,c5,S34,max5,0,480.2054443359375,"[0.0, -9.999999747378752e-05, 9.999999747378752e-05, 0.000800000037997961, -0.000800013542175293]",9.999999747378752e-05,surviving
as,c5,S34,max5,1,539.8109741210938,"[0.0, 0.0, 0.0, 0.001999999978579581, -0.0020000338554382324]",0.0,surviving
as,c5,S34,max5,2,561.7203979492188,"[0.0, -9.999999747378752e-05, 0.0, 0.0004999999655410647, -0.0004000067710876465]",9.999999747378752e-05,surviving
as,c5,S34,max5,3,777.824462890625,"[0.0, -9.999999747378752e-05, 0.0, 0.00010000006295740604, 0.0]",9.999999747378752e-05,surviving
as,c5,S34,max5,4,24377.48828125,"[0.0, -9.999999747378752e-05, 9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S2,min5,0,-32.21485900878906,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S2,min5,1,-28.26470947265625,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S2,min5,2,-28.078399658203125,"[0.0, 0.0, -0.00019997358322143555, 0.00019999999494757503, 0.0]",0.00019999999494757503,surviving
asbs,c5,S2,min5,3,-26.14124870300293,"[0.0, 0.00019999999494757503, -0.000299990177154541, 9.999999747378752e-05, 0.0]",0.00019999999494757503,surviving
asbs,c5,S2,min5,4,-25.656021118164062,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S2,max5,0,41.854583740234375,"[0.0, 9.999999747378752e-05, -0.00010001659393310547, 0.0, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S2,max5,1,42.91594314575195,"[0.0, 0.00019999999494757503, -0.00019997358322143555, 0.0, 0.0]",0.00019999999494757503,surviving
asbs,c5,S2,max5,2,47.79618453979492,"[0.0, 9.999999747378752e-05, -0.00010001659393310547, 0.0, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S2,max5,3,141.05723571777344,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S2,max5,4,791.9724731445312,"[0.0, 0.0, -0.00010001659393310547, 9.999999747378752e-05, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S1,min5,0,-41.52306365966797,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S1,min5,1,-37.12930679321289,"[0.00019999999494757503, -0.0004999637603759766, 0.00029999999242136255, 0.0, 0.0]",0.00029999999242136255,surviving
asbs,c5,S1,min5,2,-35.64634323120117,"[0.0, -0.000299990177154541, 0.00029999999242136255, 0.0, 0.0]",0.00029999999242136255,surviving
asbs,c5,S1,min5,3,-33.764129638671875,"[9.999999747378752e-05, -0.00019997358322143555, 9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S1,min5,4,-32.93441390991211,"[0.0003000000142492354, -0.000299990177154541, 0.0, 0.0, 0.0]",0.0003000000142492354,surviving
asbs,c5,S1,max5,0,55.37654495239258,"[0.0, 0.00010001659393310547, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S1,max5,1,56.7440185546875,"[9.999999747378752e-05, -0.000299990177154541, 0.00020000001677544788, 0.0, 0.0]",0.00020000001677544788,surviving
asbs,c5,S1,max5,2,59.44839096069336,"[0.0, -9.995698928833008e-05, 9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S1,max5,3,281.35699462890625,"[0.0, 0.00010001659393310547, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S1,max5,4,955.0328369140625,"[0.0, 0.00010001659393310547, -9.999999747378752e-05, 0.0, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S0,min5,0,-40.98776626586914,"[0.00010001659393310547, 0.0, 0.0, 0.0, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0,min5,1,-36.335487365722656,"[0.000299990177154541, -0.00019999999494757503, 0.0, 0.0, -9.999999747378752e-05]",0.00019999999494757503,surviving
asbs,c5,S0,min5,2,-35.810302734375,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,surviving
asbs,c5,S0,min5,3,-33.60237503051758,"[0.00010001659393310547, -9.999999747378752e-05, 0.0, 0.0, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S0,min5,4,-32.409751892089844,"[-0.00010001659393310547, 0.0, 0.0, 0.0, 9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0,max5,0,48.079437255859375,"[0.00019997358322143555, -9.999999747378752e-05, 0.0, 0.0, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0,max5,1,52.82975387573242,"[0.000299990177154541, -0.00019999999494757503, 0.0, 0.0, -9.999999747378752e-05]",0.00019999999494757503,surviving
asbs,c5,S0,max5,2,57.21228790283203,"[0.00010001659393310547, 0.0, 0.0, 0.0, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0,max5,3,307.6932373046875,"[0.00019997358322143555, -9.999999747378752e-05, 0.0, 0.0, -9.999999747378752e-05]",9.999999747378752e-05,surviving
asbs,c5,S0,max5,4,1087.3414306640625,"[0.000299990177154541, -0.00019999999494757503, 0.0, 0.0, -9.999999747378752e-05]",0.00019999999494757503,surviving
asbs,c5,S1234,min5,0,-28.649734497070312,"[0.00010000001930166036, 0.01970002055168152, -0.01969999074935913, -0.00040000002627493814, 0.0003000000142492354]",0.00010000001930166036,surviving
asbs,c5,S1234,min5,1,-23.95546531677246,"[0.0, 0.013500005006790161, -0.013599991798400879, 0.00010000000474974513, 0.0]",0.0,surviving
asbs,c5,S1234,min5,2,-23.63030242919922,"[0.0, 0.014300018548965454, -0.014299988746643066, -0.00010000003385357559, 9.999999747378752e-05]",0.0,surviving
asbs,c5,S1234,min5,3,-22.96640396118164,"[0.0, 0.019600003957748413, -0.01919996738433838, -0.00040000002627493814, 0.0]",0.0,surviving
asbs,c5,S1234,min5,4,-22.32082176208496,"[0.0, 0.013300001621246338, -0.012999951839447021, -0.0003000000288011506, 0.0]",0.0,surviving
asbs,c5,S1234,max5,0,31.489625930786133,"[0.00010000001930166036, 0.006999999284744263, -0.0068999528884887695, -0.00040000002627493814, 0.00019999999494757503]",0.00010000001930166036,surviving
asbs,c5,S1234,max5,1,196.4553985595703,"[0.0, -0.0004999935626983643, 0.0004000067710876465, 0.0, 9.999999747378752e-05]",0.0,surviving
asbs,c5,S1234,max5,2,230.4807586669922,"[-9.999999747378752e-05, -9.998679161071777e-05, 0.000299990177154541, -0.00010000003385357559, 0.0]",9.999999747378752e-05,surviving
asbs,c5,S1234,max5,3,411.0476379394531,"[0.00010000001930166036, 0.0029000043869018555, -0.0029000043869018555, -0.00010000003385357559, 0.0]",0.00010000001930166036,surviving
asbs,c5,S1234,max5,4,706.821044921875,"[-0.00019999999494757503, 0.0098000168800354, -0.00959998369216919, 0.0, 0.0]",0.00019999999494757503,surviving
